zinc_id,name,smiles,catalog
700375675,,N[C@@H](CCOCCO)C(=O)O,ZINC20
896178,,OC[C@@]1(O)OC[C@H](O)[C@H](O)[C@@H]1O,ZINC20
3865987,,O=S1(=O)C[C@@H](O)[C@H](O)C1,ZINC20
5114220,,CC(=O)N[C@@H](Cc1c[nH]cn1)C(N)=O,ZINC20
100759512,,NC[C@@H]1CC(=O)NC1=O,ZINC20
978445,,NC(=O)[C@H]1CC(O)C[C@H](C(N)=O)N1,ZINC20
4430629,,Cn1c(=O)c2n[nH]nc2n(C)c1=O,ZINC20
5131990,,O=C(O)[C@H](O)[C@H](O)[C@@H](O)[C@H](O)CO,ZINC20
1530353,,OC[C@H]1O[C@@H](O)[C@@H](O)[C@@H]1O,ZINC20
22169964,,NCCN1C(=O)CNC1=O,ZINC20
104866619,,NC(=O)[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,ZINC20
6292532,,NOCCOCCOCCON,ZINC20
20470614,,NNCCS(N)(=O)=O,ZINC20
39307421,,OCc1nnn[nH]1,ZINC20
39644176,,CNC(=O)NCCO,ZINC20
100516307,,O=C1O[C@H]2C[C@@]1(O)C[C@@H](O)[C@H]2O,ZINC20
895421,,NC(C(=O)O)C(=O)O,ZINC20
2526391,,NC(=O)CCO,ZINC20
1742215,,N[C@H](CCO)C(=O)O,ZINC20
3876030,,O=C(O)[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,ZINC20
4298575,,O=C(O)CN[C@@H]1C=CS(=O)(=O)C1,ZINC20
8551359,,O=C([C@H](O)CO)[C@H](O)[C@H](O)CO,ZINC20
14696239,,CN[C@H](CO)C(=O)O,ZINC20
4899418,,O=C(O)CNC(=O)[C@@H]1CCCN1,ZINC20
39095724,,CN1CCNC[C@@H]1CN,ZINC20
104873579,,O[C@@H]1[C@@H]2O[C@H]2[C@H](O)[C@H](O)[C@@H]1O,ZINC20
196250221,,O=C1C[C@@H]2CS(=O)(=O)C[C@@H]2N1,ZINC20
1775954893,,NCc1nnc2n1C[C@@H](C(=O)O)C2,ZINC20
1800411983,,N[C@H]1CS(=O)(=O)[C@@H]2CNC[C@@H]21,ZINC20
895179,,O=C(O)C[C@H](C(=O)O)[C@@H](O)C(=O)O,ZINC20
8551174,,O=C(O)[C@H](O)[C@H](O)[C@@H](O)CO,ZINC20
87722795,,COC(=O)[C@@H](N)CCS(N)(=O)=O,ZINC20
5157121,,OC[C@@H](O)[C@H]1OC[C@H](O)[C@H]1O,ZINC20
5997788,,COCC(CO)(CO)CO,ZINC20
18006959,,OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO,ZINC20
76570828,,NC[C@@H]1COC[C@@H]1O,ZINC20
1529581,,N=C(N)NCCCCNC(=N)N,ZINC20
3795332,,CN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO,ZINC20
37737564,,CCn1c(N)c(N)c(=O)[nH]c1=O,ZINC20
5997357,,COC(=O)[C@@H](O)CO,ZINC20
67802518,,NNS(=O)(=O)C1CC1,ZINC20
166514168,,CO[C@@H]1[C@H](O)[C@H](C)O[C@@H](CO)[C@H]1O,ZINC20
19737051,,N[C@@H]1CCNC1=O,ZINC20
1689468,,Cn1c(=O)cn[nH]c1=O,ZINC20
2384738,,COC(=O)CNC=O,ZINC20
19685136,,CN1CCN(C[C@@H](O)CN)CC1,ZINC20
84400883,,C[C@H](O)CNCCN,ZINC20
100024921,,COC(=O)/C=C1/NCCNC1=O,ZINC20
5183356,,Nc1nc(CO)n[nH]1,ZINC20
5479813,,NCCC[C@@H]1NC(=O)NC1=O,ZINC20
5888374,,C[C@@H]1NS(=O)(=O)N(C)C1=O,ZINC20
39365684,,N[C@H]1CNC[C@@H]1N,ZINC20
78724396,,NC(=O)[C@@H]1COCCN1,ZINC20
88189535,,C[C@](O)(CN)CO,ZINC20
2034711,,NC[C@H](O)C(=O)O,ZINC20
22923607,,N[C@@H]1CCN[C@@H]1C(=O)O,ZINC20
57218514,,CN(C)[C@H]1CC(=O)NC1=O,ZINC20
212464767,,Cn1nnc(C[C@@H](N)C(=O)O)n1,ZINC20
1861052,,Nc1c(C(=O)O)[nH]c(=O)[nH]c1=O,ZINC20
2572342,,NCCN1C(=O)C=CC1=O,ZINC20
12506584,,NS(=O)(=O)NC[C@@H]1CCCCN1,ZINC20
19170177,,NNCC(=O)O,ZINC20
49629842,,CNCCS(=O)(=O)NC,ZINC20
71786848,,O=C1O[C@@H]2C[C@@]1(O)C[C@@H](O)[C@@H]2O,ZINC20
1107120,,COC(=O)Cn1ncnn1,ZINC20
2561166,,NC(=O)CNC(=O)CCC(=O)O,ZINC20
2584391,,Cn1c(=O)[nH]c2c(=O)[nH]c(O)nc21,ZINC20
9144851,,Nc1nc[nH]c(=O)c1N,ZINC20
14451352,,C[C@@H](O)[C@H]1NC(=O)CNC1=O,ZINC20
104708823,,OC[C@H]1CNC[C@H](CO)O1,ZINC20
1887604132,,COC(=O)C1(S(C)(=O)=O)CNC1,ZINC20
4658565,,NC(=O)C(=O)O,ZINC20
17301927,,NNc1cc(=O)nc(N)[nH]1,ZINC20
18213438,,Nc1nc(N)c(N)c(=O)[nH]1,ZINC20
19810519,,NC(=O)Cn1cc(N)cn1,ZINC20
2169919,,NCC(=O)N[C@H](CC(=O)O)C(=O)O,ZINC20
19301479,,O=c1[nH]nc(SCCO)c(=O)[nH]1,ZINC20
5856803,,CCOC(=O)[C@H](O)[C@@H](O)C(=O)O,ZINC20
19735198,,O=C(O)CN1CCN(CCO)CC1,ZINC20
36007030,,COC(=O)C[C@H]1NCCNC1=O,ZINC20
85699396,,CN1CC2(N)CN(C)CC(N)(C1)C2,ZINC20
95095760,,NCc1nc(CC(N)=O)no1,ZINC20
1690288,,NCCC(=O)CN,ZINC20
4098580,,OC[C@H]1NCC[C@@H](O)[C@@H]1O,ZINC20
97922857,,NC(=O)CN1CCNCC1=O,ZINC20
306555013,,O=S(=O)(CCO)c1nnc[nH]1,ZINC20
711659674,,O[C@H]1CONC[C@H]1O,ZINC20
4097377,,OC[C@H]1OC[C@H](O)[C@@H](O)[C@@H]1O,ZINC20
19089248,,NCCc1nc(O)cc(=O)[nH]1,ZINC20
20356306,,CN1CCN(C(=O)CO)CC1,ZINC20
50131246,,CC(=O)CN1C(=O)COCC1=O,ZINC20
216302336,,NCC1CS(=O)(=O)C1,ZINC20
3861213,,OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O,ZINC20
19230101,,NC(=O)CN1CCNCC1,ZINC20
95093159,,CN(C)C[C@H](O)S(=O)(=O)O,ZINC20
196438352,,COc1n[nH]c(=O)[nH]c1=O,ZINC20
211747644,,CN1CCN[C@H](CO)C1=O,ZINC20
2511426,,Cc1nnc(N)n1N,ZINC20
399466,,CNC(=O)CNC(C)=O,ZINC20
3870869,,NCCN(CCN)N(O)N=O,ZINC20
72231396,,O[C@@H]1CNC[C@H](O)C1,ZINC20
100454673,,NC1CCN([C@H]2CC(=O)NC2=O)CC1,ZINC20
3875757,,NC(=O)NC(N)=O,ZINC20
5134872,,NC(=O)[C@H]1CO1,ZINC20
72208826,,NNC1COC1,ZINC20
100006134,,O=C1O[C@@H]([C@@H](O)CO)C(O)=C1O,ZINC20
36404861,,C[C@@H](C(=O)O)N(CCO)CCO,ZINC20
52925555,,O=C1C=CC(=O)N1CCOCCO,ZINC20
36379958,,COC(=O)Cn1cnc(CN)n1,ZINC20
44236548,,NCCS(=O)(=O)CCN,ZINC20
100068225,,N[C@H]1C[C@@H](N)[C@H](O)[C@@H](O)[C@@H]1O,ZINC20
75423181,,CCOC(=O)[C@@H](N)c1nnn[nH]1,ZINC20
257888542,,N[C@@H]1CCS(=O)(=O)[C@@H](C(=O)O)C1,ZINC20
6072207,,Cn1c(=O)[nH][nH]c1=O,ZINC20
39325890,,NC(=O)c1nnc2n1CCNCC2,ZINC20
70544195,,NC(=O)[C@@]1(N)CCCOC1,ZINC20
101134024,,O=C1O[C@@H]([C@H](O)[C@H](O)CO)C[C@H]1O,ZINC20
207571,,NC(=O)N1C(=O)C=CC1=O,ZINC20
2278457,,O=CN1CC(=O)NC(=O)C1,ZINC20
15657770,,COC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@H]1O,ZINC20
21297789,,C[C@@](O)(C(=O)O)[C@@](C)(O)C(=O)O,ZINC20
85257912,,CN(C1CNC1)S(C)(=O)=O,ZINC20
2576756,,Cc1c(N)n(C)c(=O)[nH]c1=O,ZINC20
6090927,,N[C@H](Cc1c[nH]c(=O)[nH]1)C(=O)O,ZINC20
33895591,,NS(=O)(=O)c1[nH]ncc1C(=O)O,ZINC20
97100469,,C[C@H](O)[C@@H](N)CN,ZINC20
757121462,,OC[C@H](O)[C@H]1COCCN1,ZINC20
1772717442,,O=C1C[C@H](C2CNC2)C(=O)N1,ZINC20
3861679,,ON1CN(O)CN(O)C1,ZINC20
31703706,,O=C(O)CN[N+](=O)[O-],ZINC20
38343229,,NN1CCS(=O)(=O)CC1,ZINC20
39115256,,NCCN1CCN(CC(=O)O)CC1,ZINC20
4761831,,Nn1c(=O)[nH][nH]c1=O,ZINC20
12416971,,CNS(=O)(=O)CCN,ZINC20
20247346,,CCNS(=O)(=O)N1CCNCC1,ZINC20
82258750,,Cn1cc(C(N)=O)nn1,ZINC20
115967672,,OC[C@H](O)CN1CC[C@@H](O)C1,ZINC20
675050578,,OC[C@]12CNCCN1CCOC2,ZINC20
2325712080,,O=C1NCCCN2C(=O)CNC[C@H]12,ZINC20
2567965,,N[C@@H](CCS(=O)(=O)O)C(=O)O,ZINC20
17877794,,NC(=O)[C@@H](O)[C@@H](O)C(N)=O,ZINC20
49143,,Cc1[nH]c(=O)[nH]c(=O)c1CO,ZINC20
12394697,,O=C(O)Cn1ncn2nccc2c1=O,ZINC20
2169803,,CNCC(=O)N[C@@H](C)C(=O)O,ZINC20
3995718,,C[C@@](N)(COP(=O)(O)O)C(=O)O,ZINC20
4403351,,OC[C@@H]1OC[C@H](O)[C@H](O)[C@@H]1O,ZINC20
20075817,,CCOC(=O)[C@@H](N)CN,ZINC20
36559180,,NC(=O)c1ncn(C[C@@H](O)CO)n1,ZINC20
104866622,,NC(=O)[C@H](O)[C@H](O)[C@H](O)[C@@H](O)CO,ZINC20
116321676,,OC[C@H](O)CN1CCCNCC1,ZINC20
1532569,,O=C(O)C(=O)C[C@@H](O)[C@H](O)CO,ZINC20
1532669,,O[C@H]1CO[C@H](O)[C@H](O)[C@@H]1O,ZINC20
2251997,,O=C1N[C@H]2NC(=O)N(CCO)[C@H]2N1,ZINC20
4521540,,O[C@@H]1CO[C@H](O)CO1,ZINC20
4764135,,NC(=O)[C@H]1CCC(=O)N1,ZINC20
31425168,,NCc1n[nH]c(O)n1,ZINC20
1688096,,O[C@@H]1OCCO[C@H]1O,ZINC20
1755999,,O=C1NC(=O)C(O)(O)C(=O)N1,ZINC20
2572107,,C=CC(=O)NC(CO)(CO)CO,ZINC20
3716147,,Cn1nnnc1N1CCNCC1,ZINC20
5842953,,NNc1ccc(C(N)=O)nn1,ZINC20
12501759,,O=C(O)[C@H]1C[C@H](O)[C@H](O)CO1,ZINC20
104710023,,C[C@]1(CO)CNCCN1,ZINC20
1598075,,NC(=O)C(F)(F)C(N)=O,ZINC20
2046917,,OC[C@@H]1OC[C@H](O)[C@H](O)[C@H]1O,ZINC20
6020222,,C[C@H](O)C(=O)OCCO,ZINC20
34016849,,COC(=O)C[C@H](O)CN,ZINC20
248091613,,N[C@H]1[C@H](N)[C@@H](O)[C@@H](CO)O[C@H]1O,ZINC20
1857778012,,N[C@H]1C[C@H]([C@@H]2NC(=O)NC2=O)C1,ZINC20
4737254,,O=C1N[C@@H]2[C@H](N1)NC(=O)N2[N+](=O)[O-],ZINC20
22579809,,COC[C@@H](O)CN1CCNCC1,ZINC20
212221311,,NC1(CCO)CS(=O)(=O)C1,ZINC20
1857779359,,N=S1(=O)CC2(C1)NC(=O)NC2=O,ZINC20
11884343,,COCCN1C[C@H](CN)OCC1=O,ZINC20
19735199,,O=C(O)CN1CCNCC1,ZINC20
51782572,,NC(=O)CO[C@H]1CCNC1,ZINC20
238332161,,COC(=O)[C@H]1CN(C)C(=O)CN1,ZINC20
3861735,,O=C1O[C@H]2[C@H](O[C@@H](O)[C@@H]2O)[C@@H]1O,ZINC20
146584692,,OC[C@@H]1C[C@@H](CO)CN1,ZINC20
584883063,,OC[C@H](O)[C@@H]1CNCCO1,ZINC20
8698296,,O=C(C(O)(O)O)C(F)(F)F,ZINC20
21984663,,Nc1ccnc(N)[n+]1[O-],ZINC20
32155334,,O=C(CCCO)NCCO,ZINC20
74942488,,O=C(O)Cn1nc2n(c1=O)CCOC2,ZINC20
306959443,,O=C(O)c1cn([C@@H]2COC[C@H]2O)nn1,ZINC20
3606246,,C[C@@H]1O[C@@H](O)[C@@H](O)[C@H](O)[C@H]1O,ZINC20
4692591,,NC[C@H](O)[C@H](O)[C@H](O)[C@H](O)CO,ZINC20
20434468,,CN(C)C(=O)[C@H]1C[C@H](O)CN1,ZINC20
39246806,,O=C1C[C@@H](CO)N1,ZINC20
95630847,,CNC1(CO)COC1,ZINC20
102669764,,NCCN[C@H]1CC(=O)NC1=O,ZINC20
708235823,,OC[C@]12CNC[C@@]1(CO)C2,ZINC20
1575550,,C[C@@H](N)C(=O)N[C@@H](CO)C(=O)O,ZINC20
36488613,,CNC(=O)NCCN,ZINC20
39069189,,CC(=O)Cn1nnnc1O,ZINC20
1084297,,Nc1nnc(N)c2c1no[n+]2[O-],ZINC20
4095660,,OC[C@H]1O[C@H](O)[C@H](O)[C@H](O)[C@@H]1O,ZINC20
14507986,,O=C(O)[C@@H]1CNC[C@H]1O,ZINC20
79962283,,C[C@@H](N)CS(N)(=O)=O,ZINC20
96032155,,CO[C@@H]1CS(=O)(=O)C[C@@H]1N,ZINC20
105417328,,O=C1N[C@H]2C[C@H]1[C@@H](O)[C@H]2O,ZINC20
116638835,,COC(=O)C1(O)CNC1,ZINC20
117036581,,COC(=O)[C@H]1CCS(=O)(=O)N1,ZINC20
41363635,,CNC(=O)CN1CCN(C)CC1,ZINC20
1772717443,,O=C1C[C@@H](C2CNC2)C(=O)N1,ZINC20
4803503,,O=C(O)[C@@H](O)C[C@H](O)[C@H](O)CO,ZINC20
19321057,,C1CN2CCN3CCN4CCN1C2C43,ZINC20
19369269,,NCCN(CCN)CCO,ZINC20
34751106,,NC[C@H]1CN2CCN1CC2,ZINC20
115225434,,Cn1ncc2[nH]c(=O)[nH]c(=O)c21,ZINC20
234361121,,CNC(=O)NC[C@H]1COCCN1,ZINC20
1674640,,Cn1cc(N)c(=O)[nH]c1=O,ZINC20
238334791,,COC(=O)[C@H]1CS(=O)(=O)N1,ZINC20
33961408,,CC(=O)N(CCO)CCO,ZINC20
96032156,,CO[C@H]1CS(=O)(=O)C[C@@H]1N,ZINC20
1775956739,,N[C@@]12CO[C@@H](C1)[C@H](O)[C@H](O)C2,ZINC20
1670848,,NC(=O)[C@@H](O)[C@H](O)C(N)=O,ZINC20
3833800,,OC[C@H]1O[C@@H](O)[C@H](O)[C@@H](O)[C@@H]1O,ZINC20
39248751,,CNC(=O)C(=O)OC,ZINC20
70649569,,CN(CC(N)=O)C[C@@H]1CNCCO1,ZINC20
145108956,,COC[C@@H](O)CON,ZINC20
2028750,,O=C1COC(=O)CN1,ZINC20
2519450,,CCN1C(=O)C(=O)N(CC)C(=O)C1=O,ZINC20
4240353,,NCC(=O)N1CCN(CCO)CC1,ZINC20
170156033,,B1=BB=C=B1,ZINC20
215572500,,NC1(CO)CC(O)C1,ZINC20
1575493,,C[C@H](N)C(=O)N[C@@H](C)C(=O)O,ZINC20
4096639,,O=C(O)[C@H]1NCC[C@@H]1O,ZINC20
83534212,,COC(=O)[C@H]1CS(=O)(=O)CCN1,ZINC20
98090064,,NCCN[C@@H](CC(=O)O)C(=O)O,ZINC20
238652790,,O=C1N[C@H]2CNC[C@H]1COC2,ZINC20
901497,,OC[C@@H]1O[C@@H](O)C[C@H](O)[C@@H]1O,ZINC20
4235044,,O=C(O)CN1CCNC(=O)C1,ZINC20
20224033,,CN(C)S(=O)(=O)NCCN,ZINC20
39114168,,CS(=O)(=O)N1CCN(N)CC1,ZINC20
901811,,NC[C@H](O)CC(=O)O,ZINC20
1567236,,O=C1N[C@@H](CO)C(=O)N[C@H]1CO,ZINC20
4761897,,C[C@H](O)[C@@H](N)C(N)=O,ZINC20
6613555,,O[C@H]1CNCC[C@H]1O,ZINC20
19300960,,N[C@@H]1CS(=O)(=O)C[C@@H]1O,ZINC20
19366520,,CN(C)C[C@H](N)C(=O)O,ZINC20
38915857,,CNC(=O)NC1CNC1,ZINC20
238688139,,O=C(O)c1cn(O)c(=O)nc1O,ZINC20
895279,,OC[C@]1(O)OC[C@@H](O)[C@H]1O,ZINC20
2585424,,C[C@@H]1NC[C@@H](O)[C@H](O)[C@@H]1O,ZINC20
3131419,,O=C(O)c1n[nH]c(=O)[nH]c1=O,ZINC20
22590360,,OC[C@H](O)CN1CCNCC1,ZINC20
94968080,,COC(=O)C[C@H](N)CN,ZINC20
95616413,,NN[C@@H]1CCNC1,ZINC20
242688075,,O=S(=O)(O)OS(=O)(=O)O,ZINC20
62963224,,NC[C@]1(O)CCS(=O)(=O)C1,ZINC20
584880254,,NC[C@]12COCCN1C(=O)COC2,ZINC20
26422982,,CCn1nnc(C(N)=O)c1N,ZINC20
34924609,,COC(=O)[C@@H](N)[C@@H](C)O,ZINC20
895084,,OC[C@@H]1O[C@@H](O)[C@H](O)[C@H](O)[C@H]1O,ZINC20
5224354,,OCCO,ZINC20
19803722,,CNC(=O)CN1CCNCC1,ZINC20
38888981,,OCCOCCNCCOCCO,ZINC20
39135206,,O=C1NCCN2CCNC[C@@H]12,ZINC20
6361554,,OC[C@@H]1CNC[C@@H](O)[C@H]1O,ZINC20
895399,,C[C@@H](O)[C@@H](N)C(=O)O,ZINC20
1691392,,CS(=O)(=O)CC[C@H](N)C(=O)O,ZINC20
1712677,,C[C@H](O)C(=O)NCCO,ZINC20
2034314,,O=[N+]([O-])OC[C@@H](O)CO,ZINC20
39064385,,NC(=O)C1(O)CCNCC1,ZINC20
71773920,,NC(=O)NC(C(=O)O)C(=O)O,ZINC20
128309795,,Cn1nc(CN)nc1N,ZINC20
238699290,,O=c1[nH]c(CO)c(O)c(=O)[nH]1,ZINC20
3132317,,C[n+]1cn(N)cn1,ZINC20
76576478,,O=C1CN[C@H](C(=O)O)CN1,ZINC20
2170201,,CS(=O)(=O)NCC(=O)O,ZINC20
108343261,,O=C1NCCN(C2CCNCC2)C1=O,ZINC20
125161106,,CNC(=O)NC[C@@H]1CNCCO1,ZINC20
2047457,,N[C@H]1[C@H](O)[C@@H](O)[C@@H](CO)O[C@H]1O,ZINC20
14854290,,OC[C@@]1(O)CO[C@H](O)[C@@H]1O,ZINC20
84444074,,O=C(O)[C@@H](O)CN1CCOCC1,ZINC20
100134359,,O=C1NC[C@H]2C[C@H]1N2,ZINC20
5998341,,CO[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O,ZINC20
1295989,,O=C(O)CN1CCOC(=O)C1,ZINC20
2522564,,NC(=O)N[C@H](CO)C(=O)O,ZINC20
8101126,,N=C(N)N,ZINC20
22028840,,CNCCN(CCNC)CCNC,ZINC20
39566103,,OC[C@@H]1O[C@H](O)[C@H](F)[C@@H](O)[C@@H]1O,ZINC20
1857524328,,O=C(O)[C@H]1C(=CCO)O[C@@H]2CC(=O)N21,ZINC20
1887598645,,COC(=O)[C@@H](N)C[C@@H](F)C(N)=O,ZINC20
35359121,,COCCS(N)(=O)=O,ZINC20
169743022,,COB1OB(OC)OB(OC)O1,ZINC20
521399173,,COC[C@H](CS(N)(=O)=O)OC,ZINC20
11616537,,NC(=O)[C@H]1O[C@@H](O)[C@@H](O)[C@@H](O)[C@@H]1O,ZINC20
19168174,,C[C@@H](O)CNN,ZINC20
1063069,,Nc1n[nH]c(-c2n[nH]c(N)n2)n1,ZINC20
1532609,,NC(=O)CC[C@@H](N)C(=O)O,ZINC20
2530803,,CC(C)[C@H](N)C(=O)NCC(N)=O,ZINC20
148007951,,O=C1CS(=O)(=O)C[C@H](C(=O)O)N1,ZINC20
4899711,,NC(=O)CC[C@@H]1NC(=O)CNC1=O,ZINC20
34287784,,COC(=O)[C@H]1CNCC(=O)N1,ZINC20
59872209,,NC(=O)[C@@H]1CNC[C@H]1C(N)=O,ZINC20
84325094,,O=C1NC[C@H]2CNC[C@H]12,ZINC20
585139359,,CN1CCn2c(CCN)nnc2C1=O,ZINC20
2140996,,O=C1NC[C@@H](C(=O)O)N1,ZINC20
6878967,,COC(=O)[C@@H]1C(=O)CNC1=O,ZINC20
15116089,,O=C(O)[C@@H]1NC[C@@H](O)[C@H]1O,ZINC20
15774949,,CN1CCNC(=O)C1=O,ZINC20
18010484,,OC[C@@H](O)[C@H](O)[C@H](O)[C@H](O)CO,ZINC20
117667525,,O=C(O)[C@@H]1NC[C@@H]2CNC[C@H]21,ZINC20
895230,,NC(=O)N[C@@H](CC(=O)O)C(=O)O,ZINC20
2572695,,O=C1NC(=O)[C@@H](CO)N1,ZINC20
8700941,,NCC(=O)N1CCOCC1,ZINC20
19801145,,O=S1(=O)C[C@@H]2NCCO[C@H]2C1,ZINC20
88187425,,NC[C@H](C(=O)O)S(=O)(=O)O,ZINC20
6660936,,O=C(O)C(O)O,ZINC20
18043639,,OC[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,ZINC20
306959473,,N[C@@H]1C[C@H](O)C[C@H]1O,ZINC20
89223309,,CN1CCNC[C@H]1C(=O)O,ZINC20
5877086,,NC(=O)Cn1ccc(=O)[nH]c1=O,ZINC20
13525814,,O=C1C[C@H](O)[C@@H](CO)O[C@@H]1O,ZINC20
34385467,,NC(=O)[C@H]1Cc2[nH]cnc2CN1,ZINC20
34539949,,O=C(O)CNNCC(=O)O,ZINC20
143368817,,CNCC(CO)CO,ZINC20
5502114,,NC(=O)C[C@H](O)C(N)=O,ZINC20
215266087,,CO[C@H](CN)CC(N)=O,ZINC20
399491,,CC(=O)N[C@H](CO)C(N)=O,ZINC20
1665078,,O=S(=O)(CCO)CCO,ZINC20
4521523,,O=C(O)[C@@H](O)[C@H]1OC(=O)[C@H](O)[C@H]1O,ZINC20
6129984,,CN1C[C@H](C(N)=O)CC1=O,ZINC20
139435527,,CC(=O)OCC(=O)N1CCNCC1,ZINC20
149454883,,CO[C@H]1[C@@H](O)[C@H](CO)O[C@@H](C)[C@H]1O,ZINC20
45375453,,COC(=O)[C@@H](N)CN1CCOCC1,ZINC20
100108870,,O=C1N[C@@H]2CC[C@@H]1NC2=O,ZINC20
1530283,,NC(=O)N[C@@H](CCC(=O)O)C(=O)O,ZINC20
2526304,,CNC(=O)CN,ZINC20
82591620,,CS(=O)(=O)N1CC(N)C1,ZINC20
222300793,,CN1CCN[C@@H]2CS(=O)(=O)C[C@@H]21,ZINC20
4715255,,Cn1c(N)nc2n[nH]nc2c1=O,ZINC20
20111474,,N[C@H](C[S@@](=O)O)C(=O)O,ZINC20
38212551,,COC(=O)[C@H](O)CN,ZINC20
37253587,,NCCN,ZINC20
164297540,,CNS(=O)(=O)NCC(=O)O,ZINC20
1857783066,,CO[C@H]1[C@H](CO)NC[C@H]1OC,ZINC20
5134224,,NS(=O)(=O)C[C@@H]1CCNC1,ZINC20
59589362,,NC(=O)c1cnc(N)[nH]c1=O,ZINC20
403604,,Cn1c(=O)c2ncn(C)c2n(C)c1=O,ZINC20
38788906,,C[S@@](=O)CC[C@H](N)C(N)=O,ZINC20
85591278,,O=S(=O)(O)CO,ZINC20
88613749,,NC[C@@H]1CS(=O)(=O)CCO1,ZINC20
100034396,,Cn1c(=O)[nH]c2[nH]c(=O)n(C)c2c1=O,ZINC20
407062,,C[C@@H](O)CN(CCO)CCO,ZINC20
3346467,,CNCC(=O)NC,ZINC20
39216606,,O=C1C[C@@H](C(=O)O)NN1,ZINC20
100617237,,CN(C)[C@@H]1CC(=O)NC1=O,ZINC20
1695857,,C[C@@H](O)[C@@H](O)C(=O)O,ZINC20
3860168,,NCCOS(=O)(=O)O,ZINC20
39349319,,N[C@@H]1CO[C@@H]2[C@H](O)CO[C@H]12,ZINC20
39647980,,CS(=O)(=O)CS(=O)(=O)O,ZINC20
201340477,,CNS(=O)(=O)c1ncn[nH]1,ZINC20
436617,,CNC(N)=C(C(=O)OC)C(=O)OC,ZINC20
19503748,,NS(=O)(=O)NC[C@H]1CCCNC1,ZINC20
392817,,C[C@@H]1NC(=O)[C@@H](CO)N(C)C1=O,ZINC20
22126906,,COC(=O)C[C@H]1CNNC1=O,ZINC20
38084879,,N[C@H](C(=O)O)[C@H]1CCS(=O)(=O)C1,ZINC20
584879987,,O=C1CC2(CNC2)NCCN1,ZINC20
2383336,,NCCOCCOCCOCCO,ZINC20
3163299,,CNC(=O)[C@H](CCO)NC,ZINC20
19436829,,NCCNS(N)(=O)=O,ZINC20
95128410,,C1COC[C@@H](c2nnn[nH]2)N1,ZINC20
1708196,,NCC(=O)N[C@@H](CC(=O)O)C(=O)O,ZINC20
7068228,,CCS(=O)(=O)NCCN,ZINC20
43498324,,CNCCN1CCNC(=O)C1,ZINC20
89223213,,OC[C@@H]1CNCCN1,ZINC20
22859349,,C1CNCCNCCNCCNC1,ZINC20
306684522,,Nc1ncc(C[C@@H](N)C(=O)O)c(O)n1,ZINC20
1857779817,,N[C@]1(CO)CCC(=O)NC1=O,ZINC20
4291485,,O=C(O)C[C@@H]1NCCNC1=O,ZINC20
36334091,,C=CC(=O)NCC(N)=O,ZINC20
79124480,,NCC(=O)C[C@H](N)C(=O)O,ZINC20
202867471,,N[C@H]1[C@H](N)[C@H](O)O[C@H](CO)[C@H]1O,ZINC20
1666585,,Nc1[nH]c(=O)[nH]c(=O)c1N,ZINC20
2046876,,C[C@H](N)C(N)=O,ZINC20
13375223,,NC(=O)[C@@H]1CCN1,ZINC20
18130792,,O=c1nncc(O)[nH]1,ZINC20
34076432,,Nc1nc(=O)c(C[C@H](N)C(=O)O)c[nH]1,ZINC20
53122793,,NCC[C@@H](N)C(=O)O,ZINC20
104584517,,N[C@H]1CCO[C@H](CO)[C@H]1O,ZINC20
219154101,,CC1(O)CNCCNC1,ZINC20
725328034,,COCn1[nH]cnc1=NN,ZINC20
5410733,,NCCNO,ZINC20
15442541,,O=C(O)[C@H]1NCCNC1=O,ZINC20
48056626,,OC[C@@H]1CNC[C@@H]1CO,ZINC20
78881634,,NC(=O)[C@H]1COC[C@H]1N,ZINC20
1246058276,,OCc1cn(C[C@@H]2CNCCO2)nn1,ZINC20
895176,,O=C(O)C[C@@H](C(=O)O)[C@H](O)C(=O)O,ZINC20
1532807,,C[C@@H](N)C(=O)N[C@H](C)C(=O)O,ZINC20
6158188,,O=C1C[C@H](C(=O)O)NC(=S)N1,ZINC20
83677617,,C[C@H](O)Cn1ccc(=O)[nH]c1=O,ZINC20
248152820,,O=S(=O)=O,ZINC20
1775955416,,O=C(O)[C@H](F)C1(O)CNC1,ZINC20
12649690,,O=C(O)[C@H]1CCS(=O)(=O)N1,ZINC20
34536992,,O=C1CNC(=O)C2(CC2)N1,ZINC20
84378739,,CNC(=O)c1cn(CCN)nn1,ZINC20
410222,,COC(=O)C(NC(C)=O)C(=O)OC,ZINC20
3830895,,O=P(O)(O)OC[C@@H](O)CO,ZINC20
3865775,,O=C(O)CN[C@@H]1CCS(=O)(=O)C1,ZINC20
1857785753,,O=C1CNC[C@@]2(CO)COCCN12,ZINC20
895314,,N=C(N)NCC(=O)O,ZINC20
2565733,,O=C1C=CC(=O)N1CCO,ZINC20
